Order ID,Order Date,Ship Date,Delivery Date,Product type,SKU,Category,Price,Discount (%),Price_After_Discount,Number of products sold,Units Returned,Return Reason,Revenue generated,Profit,Customer Satisfaction Score,Customer demographics,Sales Channel,Payment Method,Region,Stock levels,Reorder Point,Stockout Risk,Lead time,Shipping times,Shipping costs,On-Time Delivery,Supplier name,Supplier Reliability Score,Manufacturing costs,Quality Score,Defect rates,Production volumes,Carrier Name,Transportation Mode
ORD1247,11/04/2024,14/04/2024,18/04/2024,Tablets,SKU0247,Mid-Range,577.23,1.47,568.74,256,29,Not as Described,145597.44,97600.88,2.4,Unknown,Wholesale,Credit Card,West,111,273,Yes,24,4,250,Yes,Supplier 2,0.562,186.51,46.38,5.3625,1196,OnTrac,Air
ORD1248,19/01/2022,20/01/2022,23/01/2022,Headphones,SKU0248,Mid-Range,161.25,7.45,149.24,81,1,Not as Described,12088.44,5938.3,4.6,Unknown,Retail Store,Credit Card,North,248,24,No,8,3,80,Yes,Supplier 3,0.861,74.94,74.4,2.5603,825,DHL,Sea
ORD1249,15/04/2022,16/04/2022,23/04/2022,Laptops,SKU0249,Mid-Range,619.58,13.18,537.92,123,1,Defective,66164.16,32642.32,4.5,Non-binary,Retail Store,Cash,North,73,25,No,5,7,166.7,No,Supplier 4,0.587,271.18,2.75,9.7254,324,DHL,Sea
ORD1250,08/01/2024,09/01/2024,16/01/2024,Headphones,SKU0250,Premium,472.86,13.81,407.56,59,4,Wrong Item,24046.04,9378.8,3.6,Non-binary,Online,Bank Transfer,East,182,53,No,23,7,176.25,Yes,Supplier 5,0.825,245.61,92.58,0.7418,254,UPS,Sea
ORD1251,25/10/2023,27/10/2023,29/10/2023,Laptops,SKU0251,Premium,1566.12,6.59,1462.91,301,7,Changed Mind,440335.91,262639.61,4.7,Male,B2B,Cash,North,186,241,Yes,9,2,109.31,Yes,Supplier 1,0.776,589.99,55.38,4.4621,1096,FedEx,Sea
ORD1252,11/10/2023,12/10/2023,25/10/2023,Laptops,SKU0252,Premium,2359.83,10.05,2122.67,223,26,Changed Mind,473355.41,273683.37,2.3,Male,B2B,Digital Wallet,East,161,178,Yes,10,13,33.52,No,Supplier 3,0.72,895.24,88.05,1.1951,404,Blue Dart,Road
ORD1253,26/10/2024,27/10/2024,06/11/2024,Headphones,SKU0253,Premium,419.08,10.49,375.12,266,24,Defective,99781.92,42214.63,3.1,Unknown,Online,Credit Card,East,287,80,No,6,10,635.31,No,Supplier 5,0.579,214.03,39.13,6.087,581,FedEx,Air
ORD1254,31/07/2022,05/08/2022,11/08/2022,Smartphones,SKU0254,Premium,835.43,11.04,743.2,336,23,Not as Described,249715.2,153174.42,3.6,Female,Retail Store,Credit Card,Central,37,280,Yes,20,6,266.7,Yes,Supplier 5,0.726,286.53,65.32,3.4681,392,UPS,Air
ORD1255,31/01/2023,02/02/2023,10/02/2023,Smartphones,SKU0255,Budget,130.1,7.12,120.84,191,6,Not as Described,23080.44,11878.05,4.1,Non-binary,Online,Invoice,Central,201,121,No,6,8,143.49,No,Supplier 1,0.74,57.9,51.07,4.8929,924,DHL,Sea
ORD1256,10/05/2023,14/05/2023,24/05/2023,Headphones,SKU0256,Premium,417.36,11.36,369.95,447,30,Defective,165367.65,65114.91,3.2,Male,Wholesale,Cash,North,21,328,Yes,14,10,12.99,Yes,Supplier 2,0.626,224.25,39.83,6.0168,1171,DHL,Road
ORD1257,15/09/2022,18/09/2022,19/09/2022,Headphones,SKU0257,Mid-Range,159.84,12.6,139.7,118,7,Defective,16484.6,6986.67,3.6,Unknown,B2B,Invoice,South,41,138,Yes,20,1,15.45,Yes,Supplier 2,0.623,80.36,36.3,6.3699,798,Aramex,Road
ORD1258,19/02/2024,22/02/2024,03/03/2024,Smartphones,SKU0258,Mid-Range,337.64,2.06,330.68,165,12,Defective,54562.2,27365.31,3,Unknown,B2B,Cash,Central,144,176,Yes,17,10,343.14,Yes,Supplier 5,0.5,162.75,12.82,8.7176,986,USPS,Air
ORD1259,06/11/2024,08/11/2024,10/11/2024,Smartwatches,SKU0259,Mid-Range,305.78,6.68,285.35,456,13,Defective,130119.6,76416.66,4.1,Unknown,Wholesale,Invoice,West,68,365,Yes,16,2,86.46,Yes,Supplier 4,0.597,117.58,14.17,8.583,551,FedEx,Sea
ORD1260,13/12/2024,17/12/2024,23/12/2024,Headphones,SKU0260,Premium,385.43,12.51,337.21,68,9,Not as Described,22930.28,11203.28,1.7,Unknown,Online,Invoice,North,256,64,No,22,6,460.76,Yes,Supplier 4,0.68,165.68,85.35,1.4653,377,UPS,Air
ORD1261,19/06/2023,24/06/2023,26/06/2023,Smartwatches,SKU0261,Budget,146.99,14.07,126.31,374,34,Wrong Item,47239.94,26268.47,2.7,Male,Wholesale,Digital Wallet,West,145,262,Yes,17,2,31.21,Yes,Supplier 2,0.713,55.99,73.29,2.6714,545,OnTrac,Road
ORD1262,26/09/2024,01/10/2024,13/10/2024,Laptops,SKU0262,Mid-Range,762.29,6.72,711.06,461,10,Defective,327798.66,149106.16,4.6,Non-binary,Online,Credit Card,West,54,553,Yes,24,12,446.85,Yes,Supplier 1,0.662,386.65,26.56,7.3445,541,FedEx,Air
ORD1263,28/11/2023,01/12/2023,03/12/2023,Tablets,SKU0263,Budget,215.16,11.16,191.15,135,13,Changed Mind,25805.25,12260.16,2.8,Unknown,Retail Store,Cash,South,24,94,Yes,7,2,80.19,Yes,Supplier 2,0.601,99.74,49.11,5.0891,291,DHL,Sea
ORD1264,13/04/2022,14/04/2022,16/04/2022,Headphones,SKU0264,Budget,57.43,1.63,56.49,110,12,Wrong Item,6213.9,3235.89,2.3,Unknown,Retail Store,Bank Transfer,North,271,70,No,10,2,13.51,Yes,Supplier 4,0.731,26.95,87.7,1.2302,415,DHL,Road
ORD1265,25/11/2024,28/11/2024,07/12/2024,Laptops,SKU0265,Premium,1410.72,11.26,1251.87,314,5,Defective,393087.18,207868.96,4.4,Unknown,Retail Store,Bank Transfer,East,127,84,No,5,9,617.62,No,Supplier 5,0.667,587.9,24.04,7.5956,764,Blue Dart,Air
ORD1266,02/05/2022,03/05/2022,05/05/2022,Smartphones,SKU0266,Mid-Range,506.93,0.09,506.47,302,13,Damaged in Shipping,152953.94,92108.02,4.3,Non-binary,Direct Sales,Bank Transfer,North,135,121,No,4,2,5,Yes,Supplier 4,0.826,201.46,77.38,2.2618,459,UPS,Road
ORD1267,29/04/2022,04/05/2022,13/05/2022,Laptops,SKU0267,Mid-Range,868.86,10.97,773.55,131,9,Damaged in Shipping,101335.05,50203.97,3.7,Non-binary,Retail Store,Cash,West,101,57,No,12,9,67.28,Yes,Supplier 4,0.709,389.8,60.69,3.9309,775,OnTrac,Road
ORD1268,21/03/2022,25/03/2022,05/04/2022,Tablets,SKU0268,Budget,150.11,10.7,134.05,41,3,Changed Mind,5496.05,3127.21,3.1,Male,Retail Store,Cash,South,23,37,Yes,24,11,51.93,Yes,Supplier 4,0.756,56.51,78.28,2.1718,575,Aramex,Road
ORD1269,08/01/2023,12/01/2023,23/01/2023,Tablets,SKU0269,Mid-Range,575.84,9.79,519.47,494,47,Damaged in Shipping,256618.18,126943.5,2.9,Male,B2B,Bank Transfer,Central,275,544,Yes,14,11,133.06,Yes,Supplier 3,0.597,262.23,47.23,5.2773,808,DHL,Sea
ORD1270,18/11/2024,19/11/2024,29/11/2024,Smartphones,SKU0270,Budget,107.58,2.72,104.65,424,11,Not as Described,44371.6,28321.5,4.6,Female,Online,Cash,North,192,523,Yes,24,10,412.98,Yes,Supplier 4,0.758,36.88,53.1,4.6897,647,DHL,Air
ORD1271,28/04/2024,02/05/2024,13/05/2024,Smartwatches,SKU0271,Budget,71.84,6.72,67.01,378,16,Changed Mind,25329.78,10361.43,4.1,Non-binary,B2B,Cash,West,274,101,No,4,11,604.35,No,Supplier 2,0.83,38,78.91,2.1094,685,OnTrac,Air
ORD1272,31/01/2022,05/02/2022,07/02/2022,Smartwatches,SKU0272,Premium,749.24,4.27,717.25,281,29,Defective,201547.25,135161.4,2.6,Male,B2B,Digital Wallet,Central,100,56,No,4,2,24.89,Yes,Supplier 4,0.688,236.16,74.14,2.5863,834,USPS,Road
ORD1273,02/05/2023,04/05/2023,12/05/2023,Headphones,SKU0273,Budget,41.72,12.33,36.58,408,25,Damaged in Shipping,14924.64,7254.86,3.8,Non-binary,Retail Store,Invoice,North,120,354,Yes,12,8,260.5,Yes,Supplier 2,0.825,18.16,87.42,1.2583,555,DHL,Air
ORD1274,18/09/2022,21/09/2022,27/09/2022,Smartphones,SKU0274,Mid-Range,539.61,13.65,465.95,178,5,Damaged in Shipping,82939.1,46552.71,4.6,Male,Retail Store,Credit Card,North,266,148,No,13,6,28.11,Yes,Supplier 5,0.889,204.26,84.95,1.5048,979,UPS,Road
ORD1275,12/09/2023,15/09/2023,16/09/2023,Tablets,SKU0275,Mid-Range,595.09,5.65,561.47,441,12,Damaged in Shipping,247608.27,113640.75,4.6,Unknown,B2B,Digital Wallet,North,271,353,Yes,9,1,40.23,Yes,Supplier 2,0.762,303.69,54.69,4.5313,1192,FedEx,Road
ORD1276,20/05/2023,23/05/2023,05/06/2023,Smartwatches,SKU0276,Premium,793.78,5.43,750.68,440,47,Changed Mind,330299.2,215984.63,2.8,Male,B2B,Bank Transfer,South,252,499,Yes,18,13,15.77,Yes,Supplier 2,0.726,259.77,85.02,1.4984,727,FedEx,Road
ORD1277,30/08/2022,04/09/2022,09/09/2022,Smartphones,SKU0277,Budget,141.76,14.61,121.05,374,32,Defective,45272.7,18123.89,2.9,Female,Direct Sales,Invoice,East,254,249,No,12,5,22.59,Yes,Supplier 5,0.661,72.53,57.58,4.2422,885,FedEx,Road
ORD1278,18/09/2023,20/09/2023,26/09/2023,Smartphones,SKU0278,Mid-Range,392.05,4.01,376.33,296,23,Defective,111393.68,52430.8,2.9,Female,Online,Digital Wallet,Central,224,345,Yes,21,6,23.36,Yes,Supplier 2,0.514,199.12,17.96,8.2039,546,DHL,Road
ORD1279,16/12/2024,17/12/2024,21/12/2024,Laptops,SKU0279,Budget,350.91,4.47,335.22,414,14,Wrong Item,138781.08,75391.37,4,Female,Direct Sales,Credit Card,West,65,276,Yes,10,4,27.01,Yes,Supplier 3,0.83,153.05,74.65,2.5347,503,UPS,Road
ORD1280,28/06/2022,30/06/2022,03/07/2022,Smartphones,SKU0280,Mid-Range,502.01,0.94,497.29,183,8,Changed Mind,91004.07,44883.62,4.2,Male,Online,Invoice,North,95,195,Yes,14,3,15.43,Yes,Supplier 4,0.733,251.94,55.56,4.4442,292,DHL,Road
ORD1281,14/10/2023,18/10/2023,29/10/2023,Tablets,SKU0281,Budget,112.29,14.03,96.54,250,19,Wrong Item,24135,14235,3,Female,Retail Store,Invoice,North,48,167,Yes,19,11,250,Yes,Supplier 2,0.552,38.6,25.89,7.4114,1003,UPS,Air
ORD1282,20/06/2024,22/06/2024,03/07/2024,Smartphones,SKU0282,Mid-Range,390.73,2.47,381.08,208,27,Damaged in Shipping,79264.64,49579.83,2,Non-binary,Retail Store,Cash,East,67,166,Yes,12,11,46.89,Yes,Supplier 3,0.512,142.49,42.82,5.7181,752,FedEx,Road
ORD1283,05/12/2023,06/12/2023,10/12/2023,Laptops,SKU0283,Premium,2382.1,2.75,2316.59,463,58,Defective,1072581.17,542951.57,2.3,Unknown,Online,Digital Wallet,East,230,540,Yes,19,4,17.79,Yes,Supplier 1,0.481,1143.87,32.49,6.751,728,UPS,Road
ORD1284,07/06/2024,09/06/2024,17/06/2024,Tablets,SKU0284,Premium,909.78,9.15,826.54,146,14,Defective,120674.84,51002.07,2.7,Female,B2B,Digital Wallet,East,239,117,No,19,8,137.35,Yes,Supplier 1,0.786,476.27,95.51,0.4487,405,FedEx,Sea
ORD1285,18/06/2022,23/06/2022,26/06/2022,Headphones,SKU0285,Premium,241.56,10.96,215.09,66,3,Defective,14195.94,7886.47,3.9,Non-binary,B2B,Invoice,North,225,53,No,21,3,81.05,Yes,Supplier 4,0.571,94.37,16.48,8.352,760,FedEx,Sea
ORD1286,05/04/2022,09/04/2022,19/04/2022,Laptops,SKU0286,Premium,1794.44,6.5,1677.8,103,4,Defective,172813.4,84506.22,4.3,Non-binary,Online,Digital Wallet,South,226,21,No,6,10,179.35,No,Supplier 1,0.9,855.61,93.77,0.6232,346,Aramex,Sea
ORD1287,17/01/2023,21/01/2023,03/02/2023,Tablets,SKU0287,Budget,217.73,7.17,202.12,117,9,Not as Described,23648.04,12412.09,3.2,Unknown,Retail Store,Digital Wallet,Central,75,78,Yes,12,13,80,No,Supplier 2,0.467,95.35,7.38,9.2617,420,DHL,Sea
ORD1288,18/11/2022,23/11/2022,29/11/2022,Smartwatches,SKU0288,Mid-Range,283.2,6.83,263.86,437,55,Not as Described,115306.82,68396.45,2,Female,Online,Bank Transfer,South,82,539,Yes,18,6,273.73,Yes,Supplier 3,0.571,106.72,55.36,4.4642,545,DHL,Air
ORD1289,09/12/2023,10/12/2023,18/12/2023,Laptops,SKU0289,Mid-Range,910.4,3.72,876.53,451,2,Defective,395315.03,267257.68,5,Unknown,Wholesale,Invoice,West,157,406,Yes,14,8,171.79,Yes,Supplier 1,0.963,283.56,92.74,0.7258,1022,UPS,Sea
ORD1290,24/07/2024,28/07/2024,29/07/2024,Smartwatches,SKU0290,Budget,114.17,8.04,104.99,84,10,Defective,8819.16,3557.78,2,Male,B2B,Cash,East,50,59,Yes,14,1,29.02,Yes,Supplier 2,0.495,62.29,30.71,6.9292,692,UPS,Road
ORD1291,22/02/2023,27/02/2023,06/03/2023,Smartphones,SKU0291,Premium,812.84,1.26,802.6,338,7,Damaged in Shipping,271278.8,155367.03,4.5,Female,Direct Sales,Bank Transfer,West,110,259,Yes,12,7,146.77,Yes,Supplier 3,0.868,342.5,77.45,2.255,652,FedEx,Sea
ORD1292,25/06/2023,30/06/2023,09/07/2023,Laptops,SKU0292,Mid-Range,929.47,13.6,803.06,460,10,Defective,369407.6,174262.91,4.8,Female,Retail Store,Cash,Central,124,169,Yes,7,9,12.69,No,Supplier 2,0.752,424.2,49.01,5.0991,953,USPS,Road
ORD1293,14/08/2022,17/08/2022,20/08/2022,Smartphones,SKU0293,Mid-Range,300.83,11.86,265.15,113,5,Damaged in Shipping,29961.95,12488.99,4.1,Female,B2B,Digital Wallet,West,32,41,Yes,11,3,80,Yes,Supplier 1,0.871,153.92,89.14,1.0865,610,FedEx,Sea
ORD1294,18/10/2023,23/10/2023,26/10/2023,Smartwatches,SKU0294,Budget,114.54,7.63,105.8,215,25,Changed Mind,22747,11678.02,2.2,Female,Direct Sales,Invoice,Central,235,93,No,5,3,151.28,Yes,Supplier 5,0.541,50.78,42.45,5.7548,1059,UPS,Sea
ORD1295,09/01/2024,13/01/2024,26/01/2024,Smartphones,SKU0295,Premium,703.85,10.2,632.06,302,43,Changed Mind,190882.12,121785.62,1.7,Unknown,Wholesale,Invoice,West,133,181,Yes,17,13,258.62,Yes,Supplier 4,0.697,227.94,95.84,0.4161,457,UPS,Air
ORD1296,01/07/2024,02/07/2024,03/07/2024,Laptops,SKU0296,Mid-Range,1141.09,5.08,1083.12,77,3,Changed Mind,83400.24,36265.84,4.5,Non-binary,B2B,Credit Card,South,254,28,No,3,1,5.01,Yes,Supplier 3,0.674,612.07,34.93,6.5066,744,Aramex,Road
ORD1297,18/05/2024,20/05/2024,29/05/2024,Smartphones,SKU0297,Premium,1021.88,9.34,926.44,424,36,Defective,392810.56,225936.05,2.9,Non-binary,Online,Cash,Central,287,438,Yes,20,9,649.55,Yes,Supplier 1,0.702,392.04,67.56,3.2445,974,DHL,Air
ORD1298,12/05/2023,14/05/2023,16/05/2023,Laptops,SKU0298,Mid-Range,641.51,1.99,628.74,287,27,Changed Mind,180448.38,96392.74,2.8,Female,B2B,Bank Transfer,North,172,383,Yes,21,2,13.43,Yes,Supplier 1,0.732,292.83,79.42,2.0575,1165,UPS,Road
ORD1299,02/03/2023,05/03/2023,12/03/2023,Tablets,SKU0299,Mid-Range,316.97,1.3,312.85,171,9,Defective,53497.35,28870,3.6,Female,Direct Sales,Credit Card,South,252,108,No,3,7,418.88,No,Supplier 5,0.525,141.57,6.49,9.3514,445,DHL,Air
ORD1300,13/11/2022,18/11/2022,29/11/2022,Tablets,SKU0300,Budget,163.5,6.53,152.82,145,13,Defective,22158.9,14621.2,3.1,Unknown,Direct Sales,Bank Transfer,South,46,135,Yes,20,11,250,Yes,Supplier 3,0.725,50.26,77.4,2.2596,707,DHL,Air
ORD1301,20/11/2023,25/11/2023,28/11/2023,Tablets,SKU0301,Mid-Range,562.09,6.43,525.95,332,24,Defective,174615.4,94428.32,3.3,Unknown,Direct Sales,Bank Transfer,Central,92,244,Yes,11,3,45.6,Yes,Supplier 4,0.534,241.39,19.23,8.0769,446,UPS,Road
ORD1302,23/10/2022,27/10/2022,08/11/2022,Smartphones,SKU0302,Mid-Range,369.66,1.46,364.26,485,41,Not as Described,176666.1,98167.75,3.1,Female,Retail Store,Credit Card,South,60,679,Yes,23,12,360,Yes,Supplier 3,0.58,161.11,37.31,6.2688,573,Aramex,Air
ORD1303,06/11/2023,07/11/2023,13/11/2023,Smartphones,SKU0303,Mid-Range,574.39,6.52,536.94,230,14,Defective,123496.2,67367.59,3.3,Non-binary,B2B,Digital Wallet,South,257,100,No,9,6,618.11,Yes,Supplier 5,0.556,241.35,20.57,7.9426,512,Aramex,Air
ORD1304,08/08/2022,11/08/2022,12/08/2022,Smartwatches,SKU0304,Budget,99,10.99,88.12,204,10,Defective,17976.48,9188.79,3.8,Non-binary,Retail Store,Credit Card,South,33,122,Yes,6,1,80.97,Yes,Supplier 3,0.882,42.68,94.04,0.5965,430,Aramex,Sea
ORD1305,01/09/2024,06/09/2024,08/09/2024,Smartphones,SKU0305,Budget,177.02,3.53,170.77,93,11,Not as Described,15881.61,6932.2,2.4,Male,B2B,Cash,South,219,90,No,15,2,80,Yes,Supplier 1,0.551,95.37,45.8,5.4198,328,FedEx,Sea
ORD1306,22/08/2022,23/08/2022,01/09/2022,Headphones,SKU0306,Budget,38.04,8.53,34.8,134,6,Damaged in Shipping,4663.2,2810.16,4,Unknown,B2B,Digital Wallet,West,215,121,No,20,9,81.56,Yes,Supplier 4,0.739,13.22,56.7,4.3304,584,UPS,Sea
ORD1307,18/02/2023,19/02/2023,23/02/2023,Laptops,SKU0307,Premium,1859.6,13.04,1617.11,244,3,Wrong Item,394574.84,231284.82,4.6,Male,Direct Sales,Cash,West,114,301,Yes,24,4,85.74,Yes,Supplier 2,0.797,668.87,54.79,4.5211,376,FedEx,Sea
ORD1308,18/01/2023,19/01/2023,23/01/2023,Tablets,SKU0308,Premium,994.01,11.72,877.51,316,14,Wrong Item,277293.16,139213.88,4.2,Non-binary,Online,Credit Card,Central,82,295,Yes,21,4,252.72,Yes,Supplier 3,0.751,436.16,60.23,3.9774,757,DHL,Air
ORD1309,10/10/2024,13/10/2024,18/10/2024,Headphones,SKU0309,Budget,26.83,14.62,22.91,45,1,Defective,1030.95,329.3,4.7,Unknown,B2B,Invoice,South,222,44,No,23,5,319.15,Yes,Supplier 2,0.716,8.5,37.56,6.2444,381,DHL,Air
ORD1310,10/02/2022,13/02/2022,25/02/2022,Headphones,SKU0310,Mid-Range,89.65,7.19,83.2,258,5,Wrong Item,21465.6,11354.79,4.3,Unknown,Direct Sales,Credit Card,North,35,370,Yes,24,12,97.83,Yes,Supplier 1,0.857,38.81,74.12,2.5877,747,UPS,Sea
ORD1311,18/07/2023,23/07/2023,03/08/2023,Smartphones,SKU0311,Budget,190.72,12.82,166.27,252,23,Defective,41900.04,20419.55,3,Male,Online,Invoice,East,63,202,Yes,16,11,441.01,Yes,Supplier 2,0.624,83.49,52.04,4.7955,331,UPS,Air
ORD1312,06/06/2023,08/06/2023,21/06/2023,Tablets,SKU0312,Budget,227.71,2.47,222.09,377,27,Wrong Item,83727.93,46326.75,3.3,Non-binary,Direct Sales,Invoice,East,217,251,Yes,11,13,398.63,No,Supplier 4,0.549,98.15,22.4,7.7595,1105,UPS,Air
ORD1313,04/11/2023,09/11/2023,16/11/2023,Smartphones,SKU0313,Mid-Range,492.34,6.81,458.81,286,38,Defective,131219.66,82710.43,2.1,Female,Wholesale,Bank Transfer,South,26,267,Yes,9,7,49.39,Yes,Supplier 5,0.677,169.44,86.44,1.3564,981,FedEx,Road
ORD1314,09/09/2023,10/09/2023,22/09/2023,Laptops,SKU0314,Premium,2487.48,8.47,2276.79,350,15,Wrong Item,796876.5,392351.36,4.3,Female,Online,Invoice,East,114,338,Yes,11,12,89.64,No,Supplier 5,0.741,1155.53,56.54,4.346,1136,Blue Dart,Sea
ORD1315,30/04/2022,04/05/2022,16/05/2022,Smartphones,SKU0315,Budget,117.71,0.16,117.52,280,5,Changed Mind,32905.6,16021.42,4.6,Male,Wholesale,Invoice,East,82,121,Yes,3,12,249.38,No,Supplier 1,0.62,59.41,14.05,8.5948,603,Blue Dart,Sea
ORD1316,30/05/2023,02/06/2023,08/06/2023,Smartphones,SKU0316,Mid-Range,250.91,11.34,222.46,332,39,Changed Mind,73856.72,47807.68,2.3,Non-binary,Retail Store,Cash,East,36,133,Yes,6,6,80,Yes,Supplier 3,0.642,78.22,69.16,3.0841,671,FedEx,Sea
ORD1317,31/08/2023,05/09/2023,18/09/2023,Tablets,SKU0317,Mid-Range,374.7,11.43,331.87,205,16,Wrong Item,68033.35,33083.54,3.4,Non-binary,Online,Credit Card,Central,163,116,No,3,13,520.06,No,Supplier 5,0.662,167.95,54.83,4.5168,387,UPS,Air
ORD1318,24/10/2024,25/10/2024,06/11/2024,Smartphones,SKU0318,Mid-Range,471.13,14.55,402.58,393,34,Wrong Item,158213.94,57545.32,2.8,Male,Wholesale,Digital Wallet,South,169,262,Yes,3,12,107.78,No,Supplier 5,0.594,255.88,42.32,5.7679,591,DHL,Sea
ORD1319,17/09/2023,19/09/2023,25/09/2023,Headphones,SKU0319,Mid-Range,151.45,8.42,138.7,333,25,Changed Mind,46187.1,23133.9,3.4,Non-binary,Wholesale,Credit Card,East,25,411,Yes,24,6,129.48,Yes,Supplier 3,0.699,68.84,62.75,3.7248,910,UPS,Sea
ORD1320,29/03/2023,31/03/2023,10/04/2023,Laptops,SKU0320,Mid-Range,959.19,3.68,923.89,289,18,Wrong Item,267004.21,162436.16,3.5,Unknown,Online,Credit Card,South,152,173,Yes,10,10,256.39,Yes,Supplier 5,0.518,360.94,10.08,8.9922,1050,Aramex,Air
ORD1321,01/11/2023,04/11/2023,15/11/2023,Tablets,SKU0321,Premium,747.66,13.19,649.04,470,7,Defective,305048.8,116319.89,4.7,Female,Retail Store,Digital Wallet,East,145,235,Yes,11,11,305.91,Yes,Supplier 3,0.734,400.9,40.7,5.9303,646,Blue Dart,Air
ORD1322,27/11/2022,28/11/2022,04/12/2022,Laptops,SKU0322,Premium,2066.4,7.98,1901.5,487,53,Defective,926030.5,514232.39,2.5,Non-binary,Direct Sales,Cash,North,104,584,Yes,21,6,10.39,Yes,Supplier 5,0.599,845.56,54.18,4.5822,1058,UPS,Road
ORD1323,21/02/2023,23/02/2023,28/02/2023,Headphones,SKU0323,Mid-Range,167.4,10.54,149.76,295,13,Changed Mind,44179.2,27022.32,3.7,Female,Online,Cash,North,215,138,No,7,5,362.53,Yes,Supplier 4,0.67,56.93,39.25,6.075,728,FedEx,Air
ORD1324,28/04/2024,02/05/2024,10/05/2024,Tablets,SKU0324,Premium,913.29,10.43,818.03,440,33,Not as Described,359933.2,189557.33,3.3,Male,B2B,Cash,North,220,279,Yes,9,8,135.47,Yes,Supplier 5,0.802,386.91,88.31,1.1693,693,DHL,Sea
ORD1325,22/09/2023,23/09/2023,24/09/2023,Tablets,SKU0325,Premium,841.04,4.98,799.16,25,3,Not as Described,19979,10803.6,1.7,Female,Online,Digital Wallet,North,271,12,No,3,1,16.9,Yes,Supplier 5,0.578,366.34,59.36,4.0643,808,UPS,Road
ORD1326,19/10/2022,23/10/2022,24/10/2022,Laptops,SKU0326,Premium,1307.81,4.27,1251.97,214,28,Defective,267921.58,144154.94,1.8,Male,Online,Credit Card,Central,217,250,Yes,18,1,21.14,Yes,Supplier 3,0.412,578.25,19.3,8.0699,769,DHL,Road
ORD1327,24/06/2022,26/06/2022,28/06/2022,Smartphones,SKU0327,Premium,1123.91,12.9,978.93,51,4,Damaged in Shipping,49925.43,21346.63,2.8,Male,Direct Sales,Bank Transfer,West,250,36,No,15,2,80,Yes,Supplier 4,0.684,558.8,64.06,3.5936,540,UPS,Sea
ORD1328,25/07/2022,26/07/2022,01/08/2022,Headphones,SKU0328,Budget,69.41,11.34,61.54,343,44,Defective,21108.22,11367.69,2.3,Female,Online,Credit Card,Central,202,434,Yes,20,6,253.15,Yes,Supplier 4,0.588,27.66,60.51,3.9492,573,DHL,Air
ORD1329,27/11/2024,30/11/2024,07/12/2024,Headphones,SKU0329,Budget,21.77,13.32,18.87,326,21,Changed Mind,6151.62,3886.17,3.3,Unknown,B2B,Invoice,Central,139,163,Yes,7,7,19.31,Yes,Supplier 5,0.759,6.89,72.7,2.7301,489,UPS,Road
ORD1330,02/05/2023,06/05/2023,10/05/2023,Smartphones,SKU0330,Premium,863.88,3.81,830.97,123,7,Defective,102209.31,57985,3.7,Female,Retail Store,Cash,North,266,102,No,9,4,134.96,Yes,Supplier 2,0.539,358.45,14.12,8.5882,1131,FedEx,Sea
ORD1331,31/01/2023,04/02/2023,12/02/2023,Headphones,SKU0331,Mid-Range,152.55,7.66,140.86,80,12,Damaged in Shipping,11268.8,5723.38,1.5,Unknown,Retail Store,Cash,Central,64,64,Yes,8,8,39.02,Yes,Supplier 2,0.474,68.83,42.55,5.745,590,USPS,Road
ORD1332,04/01/2024,08/01/2024,10/01/2024,Smartwatches,SKU0332,Premium,364.44,4.45,348.22,351,30,Defective,122225.22,64428.55,3.2,Female,B2B,Digital Wallet,West,27,152,Yes,7,2,85.25,Yes,Supplier 4,0.561,164.42,33.31,6.6694,702,FedEx,Sea
ORD1333,30/06/2022,01/07/2022,03/07/2022,Laptops,SKU0333,Budget,519.49,11.36,460.48,52,7,Defective,23944.96,12065.99,1.8,Unknown,B2B,Invoice,East,200,21,No,5,2,6.85,Yes,Supplier 4,0.503,228.31,39.38,6.0618,851,UPS,Road
ORD1334,01/09/2022,05/09/2022,09/09/2022,Smartphones,SKU0334,Premium,841.52,2.66,819.14,365,7,Not as Described,298986.1,175155.84,4.6,Male,Direct Sales,Credit Card,East,148,499,Yes,23,4,80.66,Yes,Supplier 1,0.922,339.04,90.38,0.9623,539,UPS,Sea
ORD1335,12/12/2022,14/12/2022,18/12/2022,Tablets,SKU0335,Budget,204.39,6.63,190.84,281,33,Defective,53626.04,33802.1,2.4,Non-binary,Direct Sales,Credit Card,East,129,225,Yes,7,4,252.29,Yes,Supplier 5,0.432,69.65,17.2,8.2799,651,UPS,Air
ORD1336,27/07/2022,28/07/2022,31/07/2022,Laptops,SKU0336,Premium,1319.43,0.76,1309.4,444,27,Wrong Item,581373.6,378537.34,3.9,Female,Wholesale,Cash,Central,21,577,Yes,21,3,34.82,Yes,Supplier 1,0.833,456.76,88.32,1.1684,489,USPS,Road
ORD1337,08/04/2022,11/04/2022,17/04/2022,Laptops,SKU0337,Premium,1498.61,1.21,1480.48,85,2,Defective,125840.8,67575.55,4.8,Non-binary,Direct Sales,Digital Wallet,South,38,99,Yes,21,6,53.85,Yes,Supplier 3,0.651,684.84,22.07,7.7931,187,Aramex,Road
